 0.09%  ,python3.10d         ,[.] app1
 0.09%  ,python3.10d         ,[.] convertitem
 0.09%  ,python3.10d         ,[.] descr_check.lto_priv.0
 0.09%  ,python3.10d         ,[.] do_richcompare
 0.09%  ,python3.10d         ,[.] float_div.lto_priv.0
 0.09%  ,python3.10d         ,[.] get_array_state
 0.09%  ,python3.10d         ,[.] get_dict_state
 0.09%  ,python3.10d         ,[.] insertion_resize
 0.09%  ,python3.10d         ,[.] intern_string_constants
 0.09%  ,python3.10d         ,[.] list_resize
 0.09%  ,python3.10d         ,[.] long_add.lto_priv.0
 0.09%  ,python3.10d         ,[.] long_new.lto_priv.0
 0.09%  ,python3.10d         ,[.] long_sub.lto_priv.0
 0.09%  ,python3.10d         ,[.] lookdict_unicode
 0.09%  ,python3.10d         ,[.] math_1_to_whatever
 0.09%  ,python3.10d         ,[.] math_sqrt
 0.09%  ,python3.10d         ,[.] new_dict_with_shared_keys.lto_priv.0
 0.09%  ,python3.10d         ,[.] pymalloc_pool_extend
 0.09%  ,python3.10d         ,[.] pymalloc_realloc
 0.09%  ,python3.10d         ,[.] r_byte
 0.09%  ,python3.10d         ,[.] slot_nb_subtract
 0.09%  ,python3.10d         ,[.] slot_tp_init
 0.09%  ,python3.10d         ,[.] tuple_alloc
 0.09%  ,python3.10d         ,[.] tuple_get_empty
 0.09%  ,python3.10d         ,[.] tuplesubscript.lto_priv.0
 0.09%  ,python3.10d         ,[.] type_traverse.lto_priv.0
 0.09%  ,python3.10d         ,[.] validate_list
 0.09%  ,python3.10d         ,[.] visit_decref
 0.09%  ,python3.10d         ,[.] write_size_t
 0.09%  ,python3.10d         ,[.] 0x0000000000021554
 0.09%  ,python3.10d         ,[.] 0x0000000000022670
 0.09%  ,[unknown]           ,[k] 0xffffffffab523311
 0.09%  ,[unknown]           ,[k] 0xffffffffab56bb7a
 0.09%  ,[unknown]           ,[k] 0xffffffffab6656fc
 0.09%  ,[unknown]           ,[k] 0xffffffffab6ce968
 0.09%  ,[unknown]           ,[k] 0xffffffffabe00fa4
